date,open,high,low,close,adjclose,SMA_10,SMA_20,EMA_10,EMA_20
01_2018,86.12999725341797,95.4499969482422,85.5,95.01000213623048,91.52684783935548,,,,
02_2018,94.79000091552734,96.06999969482422,83.83000183105469,93.7699966430664,90.75664520263672,,,,
03_2018,93.98999786376952,97.23999786376952,87.08000183105469,91.2699966430664,88.33698272705078,,,,
04_2018,90.47000122070312,97.9000015258789,87.51000213623047,93.5199966430664,90.51466369628906,,,,
05_2018,93.20999908447266,99.98999786376952,92.4499969482422,98.83999633789062,96.07835388183594,,,,
06_2018,99.27999877929688,102.69000244140624,97.26000213623048,98.61000061035156,95.8547821044922,,,,
07_2018,98.0999984741211,111.1500015258789,98.0,106.08000183105467,103.1160659790039,,,,
08_2018,106.02999877929688,112.77999877929688,104.83999633789062,112.33000183105467,109.61164093017578,,,,
09_2018,110.8499984741211,115.29000091552734,107.2300033569336,114.37000274658205,111.60226440429688,,,,
10_2018,114.75,116.18000030517578,100.11000061035156,106.80999755859376,104.22521209716795,101.06099929809571,,101.06099929809571,
11_2018,107.0500030517578,112.23999786376952,99.3499984741211,110.88999938964844,108.6739501953125,102.6489990234375,,102.84809022383257,
12_2018,113.0,113.41999816894533,93.95999908447266,101.56999969482422,99.54019165039062,103.42899932861329,,102.61571012764924,
01_2019,99.5500030517578,107.9000015258789,97.1999969482422,104.43000030517578,102.3430404663086,104.74499969482422,,102.9455810690177,
02_2019,103.77999877929688,113.23999786376952,102.3499984741211,112.02999877929688,110.26004791259766,106.59599990844727,,104.59729337997756,
03_2019,112.88999938964844,120.81999969482422,108.8000030517578,117.94000244140624,116.0766830444336,108.50600051879883,,107.0232404820555,
04_2019,118.9499969482422,131.3699951171875,118.0999984741211,130.60000610351562,128.5366668701172,111.70500106811524,,111.3099251405028,
05_2019,130.52999877929688,130.64999389648438,123.04000091552734,123.68000030517578,122.17657470703124,113.46500091552734,,113.55902971589789,
06_2019,123.8499984741211,138.39999389648438,119.01000213623048,133.9600067138672,132.3316192626953,115.6280014038086,,117.26829826098322,
07_2019,136.6300048828125,141.67999267578125,134.6699981689453,136.27000427246094,134.61354064941406,117.81800155639648,,120.72315389943371,
08_2019,137.0,140.94000244140625,130.77999877929688,137.86000061035156,136.63771057128906,120.92300186157226,110.99200057983398,123.83894421050968,110.99200057983398
09_2019,136.61000061035156,142.3699951171875,134.50999450683594,139.02999877929688,137.7973175048828,123.73700180053712,113.1930004119873,126.60095413210735,113.66228612263997
10_2019,139.66000366210938,145.6699981689453,133.22000122070312,143.3699951171875,142.0988311767578,127.91700134277343,115.67300033569336,129.64987067484918,116.4915917411683
11_2019,144.25999450683594,152.5,142.97000122070312,151.3800048828125,150.54837036132812,132.61200180053712,118.67850074768066,133.60080416720615,119.81429775465823
12_2019,151.80999755859375,159.5500030517578,146.64999389648438,157.6999969482422,156.83363342285156,137.17900161743165,121.88750076293945,137.98247558193998,123.4224595826186
