date,open,high,low,close,adjclose,SMA_10,SMA_20,EMA_10,EMA_20
01_2018,38.66999816894531,42.97999954223633,38.43000030517578,41.540000915527344,38.84292221069336,,,,
02_2018,41.09000015258789,45.88999938964844,37.34999847412109,44.77999877929688,41.872554779052734,,,,
03_2018,44.68000030517578,46.15999984741211,41.58000183105469,42.88999938964844,40.10526657104492,,,,
04_2018,42.52000045776367,45.34000015258789,40.18999862670898,44.290000915527344,41.7473030090332,,,,
05_2018,43.90999984741211,46.369998931884766,42.52000045776367,42.709999084472656,40.25800323486328,,,,
06_2018,42.90999984741211,44.810001373291016,41.810001373291016,43.02999877929688,40.55963516235352,,,,
07_2018,42.560001373291016,43.83000183105469,40.93999862670898,42.290000915527344,40.172813415527344,,,,
08_2018,41.9900016784668,47.83000183105469,41.20000076293945,47.77000045776367,45.37846374511719,,,,
09_2018,47.84000015258789,49.060001373291016,46.43999862670898,48.650001525878906,46.21440887451172,,,,
10_2018,49.0,49.470001220703125,42.93999862670898,45.75,43.75341796875,44.37000007629395,,44.37000007629395,
11_2018,45.66999816894531,48.43999862670898,44.08000183105469,47.869998931884766,45.78089141845703,45.00299987792969,,45.006363504583184,
12_2018,48.31999969482422,49.13999938964844,40.25,43.33000183105469,41.43902587890625,44.85800018310547,,44.70157047303255,
01_2019,42.27999877929688,47.380001068115234,40.959999084472656,47.290000915527344,45.57638931274414,45.29800033569336,,45.17219418984978,
02_2019,47.369998931884766,51.959999084472656,46.29999923706055,51.77000045776367,49.89405059814453,46.04600028991699,,46.37179532947049,
03_2019,52.0,54.22999954223633,50.5099983215332,53.9900016784668,52.03360748291016,47.1740005493164,,47.756923756560724,
04_2019,54.47999954223633,57.52999877929688,54.38999938964844,55.95000076293945,54.26398849487305,48.46600074768067,,49.24657412135686,
05_2019,56.0,56.83000183105469,51.060001373291016,52.02999877929688,50.46211242675781,49.44000053405762,,49.75265133189141,
06_2019,52.04999923706055,58.150001525878906,51.4900016784668,54.72999954223633,53.080753326416016,50.13600044250488,,50.657623733772304,
07_2019,55.2599983215332,58.2599983215332,54.22999954223633,55.400001525878906,54.06964874267578,50.811000442504884,,51.51987424142805,
08_2019,55.84000015258789,56.88999938964844,46.0,46.810001373291016,45.6859245300293,50.91700057983398,47.643500328063965,50.66353371994859,47.643500328063965
09_2019,46.630001068115234,50.29999923706055,46.20000076293945,49.40999984741211,48.22349166870117,51.07100067138672,48.037000274658205,50.4356184703965,47.81173837752569
10_2019,49.650001525878906,49.869998931884766,45.54999923706055,47.5099983215332,46.72031784057617,51.48900032043457,48.17350025177002,49.90368753423954,47.78300122933593
11_2019,46.84999847412109,48.97999954223633,44.43999862670898,45.310001373291016,44.556888580322266,51.29100036621094,48.29450035095215,49.068471868612534,47.547477433522126
12_2019,45.25,48.369998931884766,43.400001525878906,47.959999084472656,47.162841796875,50.910000228881835,48.478000259399415,48.86693136240528,47.586765209803126
